# Bitnodes https://bitnodes.io/api/v1/snapshots/
# Time 1650808636
IP Address|Port|Protocol Version|User Agent|Connected Since|Services|Height|Hostname|City|Country Code|Latitude|Longitude|Timezone|ASN|Organization Name
2001:14ba:ab01:b0::1|8333|70016|/Satoshi:22.0.0/|1650480835|1037|733341|d1pytbpyyyyyyyyyyyyyt-3.rev.dnainternet.fi|Oulu|FI|65.0121|25.4753|Europe/Helsinki|AS16086|DNA Oyj
2001:14bb:6d4:7b4c:7030:30f8:48fc:b1e0|8333|70016|/Satoshi:22.0.0/|1650583421|1033|733340|dy7mj2xdthy4stwj82jty-4.rev.dnainternet.fi|None|FI|60.1717|24.9349|Europe/Helsinki|AS16086|DNA Oyj
2001:1530:1016:7961:2c02:2130:4337:4964|8333|70016|/Satoshi:22.0.0/|1650802525|1032|733341|2001:1530:1016:7961:2c02:2130:4337:4964|Pärnu|EE|58.3737|24.5072|Europe/Tallinn|AS2586|Elisa Eesti AS
2001:1608:1b:f9::1|17482|70016|/Satoshi:23.99.0/|1650665368|1033|733341|2001:1608:1b:f9::1|None|DE|51.2993|9.491|Europe/Berlin|AS31400|diva-e Datacenters GmbH
2001:1620:4317:0:fdb3:6c4:2b8e:6b70|8333|70016|/Satoshi:22.0.0/|1650639202|1032|733340|2001:1620:4317:0:fdb3:6c4:2b8e:6b70|Konolfingen|CH|46.8767|7.6186|Europe/Zurich|AS13030|Init7 (Switzerland) Ltd.
2001:1620:4396::3|8333|70016|/Satoshi:22.0.0/|1650679979|1033|733341|2001:1620:4396::3|Konolfingen|CH|46.8767|7.6186|Europe/Zurich|AS13030|Init7 (Switzerland) Ltd.
2001:1620:510::2|8333|70016|/Satoshi:22.0.0/|1650599841|1033|733341|2001:1620:510::2|Stafa|CH|47.2375|8.7196|Europe/Zurich|AS13030|Init7 (Switzerland) Ltd.
2001:1680:101:d9::1|8333|70016|/Satoshi:22.0.0/|1649176096|1032|0|gudix.net|None|CH|47.1449|8.1551|Europe/Zurich|AS9044|BSE Software GmbH
2001:16b8:2235:b200:211:32ff:fede:24bd|8333|70016|/Satoshi:22.0.0/|1650807046|1033|733341|200116B82235B200021132ffFede24BD.dip.versatel-1u1.de|Stuttgart|DE|48.767|9.1827|Europe/Berlin|AS8881|1&1 Versatel Deutschland GmbH
2001:171b:2268:b310:59eb:4506:9b4d:9381|8333|70016|/Satoshi:22.0.0/|1650735328|1033|733341|2001:171b:2268:b310:59eb:4506:9b4d:9381|Pailly|CH|46.6995|6.672|Europe/Zurich|AS6730|Sunrise UPC GmbH
