# Bitnodes short version https://bitnodes.io/api/v1/snapshots/ 
# Time 1649965385
IP Address|Port|Protocol Version|User Agent|Connected Since|Height|Hostname|Country Code|ASN|Organization Name
2001:14bb:1c6:2e9f:dfc:b85e:c102:eedf|8333|70016|/Satoshi:22.0.0/|1649462249|731873|dyjdc9j4q-w8g9tkc97st-4.rev.dnainternet.fi|FI|AS16086|DNA Oyj
2001:1530:1007:7b75:450e:5f2:7305:27cb|8333|70016|/Satoshi:22.0.0/|1649954240|731873|2001:1530:1007:7b75:450e:5f2:7305:27cb|EE|AS2586|Elisa Eesti AS
2001:1608:1b:f9::1|17482|70016|/Satoshi:23.99.0/|1648711998|731873|2001:1608:1b:f9::1|DE|AS31400|diva-e Datacenters GmbH
2001:1620:4317:0:1ce2:47f6:2fe0:f08f|8333|70016|/Satoshi:22.0.0/|1649685216|731860|2001:1620:4317:0:1ce2:47f6:2fe0:f08f|CH|AS13030|Init7 (Switzerland) Ltd.
2001:1620:4396::3|8333|70016|/Satoshi:22.0.0/|1648923613|731873|2001:1620:4396::3|CH|AS13030|Init7 (Switzerland) Ltd.
2001:1620:510::2|8333|70016|/Satoshi:22.0.0/|1649654616|731873|2001:1620:510::2|CH|AS13030|Init7 (Switzerland) Ltd.
2001:1680:101:d9::1|8333|70016|/Satoshi:22.0.0/|1649176096|0|gudix.net|CH|AS9044|BSE Software GmbH
2001:16b8:22c0:8000:211:32ff:fede:24bd|8333|70016|/Satoshi:22.0.0/|1649900811|731873|200116b822C08000021132fFfedE24Bd.dip.versatel-1u1.de|DE|AS8881|1&1 Versatel Deutschland GmbH
2001:171b:2268:b310:59eb:4506:9b4d:9381|8333|70016|/Satoshi:22.0.0/|1649952630|731873|2001:171b:2268:b310:59eb:4506:9b4d:9381|CH|AS6730|Sunrise UPC GmbH
2001:18b8:0:100:0:b00b:420:69|8333|70016|/Satoshi:22.0.0/|1649812462|731873|2001:18b8:0:100:0:b00b:420:69|US|AS29789|REFLECTED
2001:18c0:523:6f00:d0c8:f65f:7a82:e945|8333|70016|/Satoshi:22.0.0/|1649767294|731873|2001:18c0:523:6f00:d0c8:f65f:7a82:e945|CA|AS11290|CC-3272
2001:19f0:5801:107b:5400:3ff:fe84:6f1c|8333|70015|/Satoshi:0.20.1/|1648187861|0|2001:19f0:5801:107b:5400:3ff:fe84:6f1c|AU|AS20473|AS-CHOOPA
2001:19f0:5801:a08:5400:2ff:fe41:b5f2|8333|70015|/Satoshi:0.17.1/|1649960315|731873|2001:19f0:5801:a08:5400:2ff:fe41:b5f2|AU|AS20473|AS-CHOOPA
2001:19f0:5:20cd:5400:3ff:fe34:267f|8333|70016|/Satoshi:0.21.0/|1648836249|731873|2001:19f0:5:20cd:5400:3ff:fe34:267f|US|AS20473|AS-CHOOPA
2001:19f0:5:2d68:5400:3ff:fe84:6f0e|8333|70015|/Satoshi:0.20.1/|1648187861|0|2001:19f0:5:2d68:5400:3ff:fe84:6f0e|US|AS20473|AS-CHOOPA
2001:19f0:5:5d9c:5400:3ff:fe0e:7cff|8333|70016|/Satoshi:22.0.0/|1649809260|731873|2001:19f0:5:5d9c:5400:3ff:fe0e:7cff|US|AS20473|AS-CHOOPA
2001:19f0:6000:9008:5400:ff:fe1b:164b|8333|70016|/Satoshi:22.0.0(NO2X)/|1649388629|731873|2001:19f0:6000:9008:5400:ff:fe1b:164b|US|AS20473|AS-CHOOPA
2001:19f0:6001:306f:ec4:7aff:fe8f:66ec|8333|70016|/Satoshi:0.21.1/|1649729606|731873|2001:19f0:6001:306f:ec4:7aff:fe8f:66ec|US|AS20473|AS-CHOOPA
2001:19f0:6001:39aa:5400:3ff:fef0:916|8333|70016|/Satoshi:22.0.0/|1649512810|731873|2001:19f0:6001:39aa:5400:3ff:fef0:916|US|AS20473|AS-CHOOPA
2001:19f0:6001:5ee9:5400:3ff:fe8e:1e03|8333|70016|/Satoshi:22.0.0/|1649824087|731873|2001:19f0:6001:5ee9:5400:3ff:fe8e:1e03|US|AS20473|AS-CHOOPA
2001:19f0:6401:ec0:5400:3ff:fe43:93ce|8333|70015|/Satoshi:0.17.1/|1648800394|731873|2001:19f0:6401:ec0:5400:3ff:fe43:93ce|US|AS20473|AS-CHOOPA
2001:19f0:6801:6ec:2::1|8333|70016|/Satoshi:0.21.0/|1649846659|731873|2001:19f0:6801:6ec:2::1|US|AS20473|AS-CHOOPA
2001:19f0:6c01:1804:5400:3ff:fe1f:799e|8333|70016|/Satoshi:22.0.0/|1649623945|731873|2001:19f0:6c01:1804:5400:3ff:fe1f:799e|DE|AS20473|AS-CHOOPA
2001:1af8:5000:a022:15::5f4a|8333|70016|/Satoshi:22.0.0/|1649903873|731873|2001:1af8:5000:a022:15::5f4a|NL|AS60781|LeaseWeb Netherlands B.V.
2001:1b60:1010:3:1012:c0b1:8d9c:4ae8|8333|70016|/Satoshi:0.21.1/|1649248572|731873|2001:1b60:1010:3:1012:c0b1:8d9c:4ae8|DE|AS31103|Keyweb AG
2001:1bc0:c1::2000|8333|70016|/Satoshi:22.0.0/|1648187860|731873|2001:1bc0:c1::2000|DE|AS29686|Probe Networks
2001:1c02:11e:c700:4a28:456f:cfe0:5c8e|8333|70016|/Satoshi:22.0.0/|1649121846|731873|2001-1c02-011e-c700-4a28-456f-cfe0-5c8e.cable.dynamic.v6.ziggo.nl|NL|AS33915|Vodafone Libertel B.V.
2001:250:1001:1624:6e92:bfff:fe21:722f|8330|70015|/Satoshi:0.16.3/|1649957032|731872|2001:250:1001:1624:6e92:bfff:fe21:722f|CN|AS24353|CERNET2 IX at Xian Jiaotong University
2001:4060:4419:8001::42|8333|70016|/Satoshi:22.0.0/|1649038961|731873|node42.netcraft.ch|CH|AS6772|ImproWare AG
2001:41d0:1004:1b79::|18679|70015|/Satoshi:0.20.1(Omni:0.11.0)/|1649843598|731858|2001:41d0:1004:1b79::|FR|AS16276|OVH SAS
2001:41d0:1004:395b::|8333|70016|/Satoshi:0.21.0/|1649024563|731873|2001:41d0:1004:395b::|FR|AS16276|OVH SAS
2001:41d0:1004:74e::|8333|70012|/Satoshi:0.12.1(bitcore)/|1648187860|731873|2001:41d0:1004:74e::|FR|AS16276|OVH SAS
2001:41d0:1008:17e3::|8333|70015|/Satoshi:0.19.2/|1648187861|731873|2001:41d0:1008:17e3::|FR|AS16276|OVH SAS
2001:41d0:1008:b86::|8333|70016|/Satoshi:22.0.0/|1649534739|731873|2001:41d0:1008:b86::|FR|AS16276|OVH SAS
2001:41d0:1:792b::1|8333|70015|/Satoshi:0.19.1/|1648187860|731873|2001:41d0:1:792b::1|FR|AS16276|OVH SAS
2001:41d0:1:ab6b::1|8333|70015|/Satoshi:0.20.1/|1648187839|731873|s4.kinetiksoft.com|FR|AS16276|OVH SAS
2001:41d0:1:ac1d::1|8333|70016|/Satoshi:22.0.0/|1649115212|731873|2001:41d0:1:ac1d::1|FR|AS16276|OVH SAS
2001:41d0:1:b40d::1|8333|70016|/Satoshi:0.21.1/|1648677156|731873|2001:41d0:1:b40d::1|FR|AS16276|OVH SAS
