# https://blockchair.com/ and whois results
# Dogecoin
IP Address|Port|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.160.151.81|22556|/Shibetoshi:1.14.3/|3462|1.160.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.169.159.127|22556|/Shibetoshi:1.14.3/|3462|1.169.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
100.18.28.248|22556|/Shibetoshi:1.14.5/|701|100.18.0.0/16|US|arin|2010-12-28|UUNET, US
100.34.48.75|22556|/Shibetoshi:1.14.5/|701|100.34.0.0/16|US|arin|2010-12-28|UUNET, US
100.38.123.40|22556|/Shibetoshi:1.14.5/|701|100.38.0.0/16|US|arin|2010-12-28|UUNET, US
100.38.153.183|22556|/Shibetoshi:1.14.5/|701|100.38.0.0/16|US|arin|2010-12-28|UUNET, US
100.4.100.147|22556|/Shibetoshi:1.14.5/|701|100.4.0.0/17|US|arin|2010-12-28|UUNET, US
101.181.167.114|22556|/Shibetoshi:1.14.5/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
101.188.141.218|22556|/Shibetoshi:1.14.5/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
103.196.37.15|22556|/Shibetoshi:1.14.5/|40138|103.196.37.0/24|HK|apnic|2015-09-16|MDNET, US
103.35.121.72|22556|/Shibetoshi:1.14.2/|9430|103.35.121.0/24|IN|apnic|2015-08-17|STPI-NOIDA Software Technology Parks of India,Block-IV, IN
103.45.153.169|22556|/Shibetoshi:1.14.4/|63612|103.45.153.0/24|CN|apnic|2014-12-14|XIAONIAOYUN Shenzhen Qianhai bird cloud computing Co. Ltd., CN
103.88.93.82|22556|/Shibetoshi:1.14.5/|137185|103.88.93.0/24|HK|apnic|2017-03-21|HGTHC-AS-AP HK GALAXY TELECOM HOLDING CO.,LIMITED, HK
104.153.44.42|22556|/Shibetoshi:1.14.5/|29757|104.153.44.0/24|US|arin|2014-07-25|WEBLINE19, US
104.156.59.202|22556|/Shibetoshi:1.14.4/|29802|104.156.59.0/24|US|arin|2014-07-14|HVC-AS, US
104.166.214.109|22556|/Shibetoshi:1.14.3/|30036|104.166.208.0/20|US|arin|2014-08-19|MEDIACOM-ENTERPRISE-BUSINESS, US
104.174.10.137|22556|/Shibetoshi:1.14.5/|20001|104.172.0.0/14|US|arin|2014-08-13|TWC-20001-PACWEST, US
104.237.11.204|17020|/NewYorkCoin:1.3.1.20/|8100|104.237.11.0/24|US|arin|2014-11-03|ASN-QUADRANET-GLOBAL, US
104.32.167.12|22556|/Shibetoshi:1.14.5/|20001|104.32.0.0/14|US|arin|2014-03-28|TWC-20001-PACWEST, US
104.34.210.87|22556|/Shibetoshi:1.14.5/|20001|104.32.0.0/14|US|arin|2014-03-28|TWC-20001-PACWEST, US
104.56.107.41|22556|/Shibetoshi:1.14.5/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.56.91.172|22556|/Shibetoshi:1.14.4/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.7.236.101|22556|/Shibetoshi:1.14.5/|7018|104.0.0.0/12|US|arin|2014-01-16|ATT-INTERNET4, US
106.40.228.254|22556|/Shibetoshi:1.14.5/|4134|106.40.0.0/16|CN|apnic|2011-03-18|CHINANET-BACKBONE No.31,Jin-rong Street, CN
106.53.17.251|22556|/Shibetoshi:1.14.5/|45090|106.53.16.0/20|CN|apnic|2011-04-06|TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN
107.130.74.42|22556|/Shibetoshi:1.14.5/|7018|107.128.0.0/12|US|arin|2013-10-23|ATT-INTERNET4, US
107.146.245.26|22556|/Shibetoshi:1.14.4/|33363|107.146.192.0/18|US|arin|2013-11-06|BHN-33363, US
107.159.130.62|22556|/Shibetoshi:1.14.5/|1403|107.159.128.0/20|CA|arin|2013-12-03|EBOX, CA
107.174.34.77|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.34.78|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
